,class,pred
153,RR,RRc
154,RR,RR
155,RRc,RRc
156,RR,RRc
157,RR,RR
158,CEP,CEP
159,DSCT,DSCT
160,DSCT,DSCT
161,DSCT,DSCT
162,CEP,CEP
163,DSCT,DSCT
164,CEP,CEP
165,RRc,RRc
166,RR,CEP
167,RR,RR
168,RR,RR
169,RR,CEP
170,RR,RR
171,RRc,RRc
172,RRc,RRc
173,RR,RR
174,RRc,CEP
175,DSCT,DSCT
176,DSCT,DSCT
177,RRc,RRc
178,CEP,CEP
179,CEP,CEP
180,DSCT,DSCT
181,DSCT,DSCT
182,RRc,RRc
183,RRc,RR
184,RR,CEP
185,RRc,RRc
186,CEP,CEP
187,DSCT,DSCT
188,RR,CEP
189,DSCT,DSCT
190,RRc,RRc
191,DSCT,DSCT
192,DSCT,DSCT
193,CEP,CEP
194,DSCT,CEP
195,RR,RR
196,RRc,RR
197,RRc,RRc
198,RRc,CEP
199,CEP,CEP
200,DSCT,DSCT
201,RR,RR
202,DSCT,DSCT
203,RRc,CEP
204,CEP,CEP
205,DSCT,DSCT
206,RRc,CEP
207,DSCT,DSCT
208,RR,CEP
209,RRc,RRc
210,DSCT,DSCT
211,RRc,RR
212,RRc,RRc
213,RRc,RR
214,RRc,CEP
215,RRc,CEP
216,RRc,RRc
217,RRc,RRc
218,CEP,CEP
219,RRc,RRc
220,CEP,CEP
221,RR,RR
222,RR,RR
223,CEP,CEP
224,RRc,CEP
225,RRc,RR
226,RR,RRc
227,RR,RR
228,CEP,CEP
229,RR,RRc
230,RR,RR
231,CEP,CEP
232,RRc,RRc
233,DSCT,DSCT
234,RR,CEP
235,RRc,RRc
236,RRc,CEP
237,DSCT,CEP
238,RRc,RRc
239,CEP,RRc
240,RRc,CEP
241,DSCT,DSCT
242,CEP,RR
243,CEP,CEP
244,RR,RR
245,DSCT,DSCT
246,CEP,CEP
247,DSCT,DSCT
248,RRc,RRc
249,CEP,CEP
250,CEP,RR
251,DSCT,DSCT
252,RR,RRc
253,RRc,RRc
254,RRc,CEP
255,RRc,RR
256,DSCT,DSCT
257,DSCT,DSCT
258,CEP,CEP
259,RRc,RRc
260,CEP,CEP
261,CEP,CEP
262,RRc,RRc
263,RRc,RR
264,RR,RR
265,DSCT,DSCT
266,RRc,RRc
267,RR,RR
268,RR,RR
269,RR,RRc
270,DSCT,DSCT
271,RRc,RR
272,CEP,CEP
273,CEP,CEP
274,DSCT,DSCT
275,RRc,RRc
276,DSCT,DSCT
277,RR,RR
278,CEP,CEP
279,RRc,RRc
280,RRc,CEP
281,DSCT,DSCT
282,DSCT,DSCT
283,CEP,CEP
284,DSCT,CEP
285,RRc,RRc
286,RRc,RRc
287,RRc,RRc
288,CEP,CEP
289,RR,RR
290,CEP,CEP
291,RR,RR
292,CEP,CEP
293,DSCT,DSCT
294,RR,RR
295,RR,RR
296,CEP,CEP
297,RRc,CEP
298,DSCT,DSCT
299,RR,CEP
300,CEP,CEP
301,RRc,RRc
302,RR,RR
303,RRc,CEP
304,RRc,RRc
305,DSCT,DSCT
306,CEP,CEP
307,RR,RR
308,RRc,RRc
309,RRc,RRc
310,RR,CEP
311,CEP,CEP
312,RRc,RR
313,DSCT,DSCT
314,CEP,RR
315,RRc,RRc
316,RR,RR
317,RRc,RR
318,CEP,CEP
319,RRc,RRc
320,RR,RRc
321,RR,RR
322,RR,RR
323,RRc,CEP
324,RRc,RRc
325,CEP,CEP
326,RR,RR
327,DSCT,DSCT
328,RRc,CEP
329,DSCT,DSCT
330,CEP,CEP
331,RR,RR
332,DSCT,RR
333,CEP,RR
334,DSCT,DSCT
335,RR,RR
336,DSCT,DSCT
337,RRc,CEP
338,DSCT,DSCT
339,CEP,CEP
340,DSCT,CEP
341,RRc,RRc
342,CEP,CEP
343,CEP,RR
344,CEP,CEP
345,CEP,CEP
346,RR,RR
347,DSCT,DSCT
348,CEP,CEP
349,RR,RR
350,RRc,CEP
351,DSCT,DSCT
352,RRc,RRc
353,CEP,CEP
354,RRc,RRc
355,RR,CEP
356,RR,RRc
357,CEP,CEP
358,DSCT,DSCT
359,RR,RR
360,DSCT,DSCT
361,DSCT,CEP
362,RR,RR
363,RRc,RRc
364,CEP,RR
365,RR,RR
366,RR,RR
367,DSCT,DSCT
368,RR,RR
369,RR,RR
370,RRc,CEP
371,CEP,CEP
372,RR,RR
373,DSCT,DSCT
374,RR,RR
375,CEP,CEP
376,DSCT,DSCT
377,RR,RR
378,RRc,CEP
379,CEP,RR
380,RRc,RRc
381,CEP,CEP
382,RRc,RR
383,CEP,CEP
384,CEP,CEP
385,RR,CEP
386,CEP,CEP
387,RRc,RRc
388,DSCT,DSCT
389,CEP,CEP
390,DSCT,DSCT
391,RRc,CEP
392,DSCT,DSCT
393,RR,RR
394,CEP,CEP
395,RR,CEP
396,CEP,CEP
397,RR,CEP
398,RRc,RRc
399,RR,RR
400,DSCT,DSCT
401,RRc,CEP
402,RRc,RRc
403,RR,CEP
404,DSCT,DSCT
405,DSCT,DSCT
406,CEP,CEP
407,DSCT,DSCT
408,DSCT,DSCT
409,CEP,RR
410,RRc,CEP
411,RRc,RRc
412,CEP,RR
413,DSCT,DSCT
414,RR,RR
415,RR,RR
416,RR,RR
417,DSCT,DSCT
418,DSCT,DSCT
419,RRc,RR
420,RRc,CEP
421,RR,RR
422,RR,RR
423,CEP,RRc
424,DSCT,DSCT
425,RR,CEP
426,DSCT,DSCT
427,RR,RRc
428,DSCT,CEP
429,DSCT,DSCT
430,CEP,CEP
431,RRc,RRc
432,CEP,CEP
433,RR,CEP
434,DSCT,CEP
435,RR,CEP
436,RR,RR
437,DSCT,DSCT
438,RRc,RRc
439,RR,CEP
440,RR,RR
441,RR,CEP
442,RR,RR
443,CEP,RR
444,RRc,RR
445,RR,RR
446,RRc,RR
447,RRc,RRc
448,RR,RRc
449,DSCT,DSCT
450,RR,CEP
451,RRc,RRc
452,RR,RR
453,RR,RR
454,RR,CEP
455,CEP,CEP
456,RR,RR
457,DSCT,DSCT
458,RR,RR
459,RRc,RRc
460,CEP,RR
461,CEP,CEP
462,CEP,CEP
463,DSCT,CEP
464,CEP,CEP
465,RR,RR
466,DSCT,CEP
467,DSCT,DSCT
468,RRc,RRc
469,DSCT,DSCT
470,CEP,CEP
471,RR,RR
472,RR,RR
473,RRc,RRc
474,RR,RR
475,CEP,CEP
476,CEP,CEP
477,CEP,CEP
478,RR,RR
479,CEP,CEP
480,CEP,CEP
481,CEP,CEP
482,DSCT,CEP
483,CEP,CEP
484,RRc,RR
485,RR,RR
486,RRc,RR
487,CEP,CEP
488,DSCT,CEP
489,RR,RR
490,RRc,RRc
491,CEP,CEP
492,RR,RR
493,RRc,RRc
494,RR,RR
495,RR,RR
496,DSCT,CEP
497,CEP,CEP
498,RR,CEP
499,CEP,CEP
500,CEP,CEP
501,DSCT,RRc
502,RR,RR
503,RRc,RRc
504,CEP,CEP
505,RRc,RRc
506,RR,CEP
507,CEP,CEP
508,CEP,CEP
509,RR,RR
510,CEP,RRc
511,RR,RR
512,RRc,RRc
513,DSCT,CEP
514,DSCT,DSCT
515,RRc,CEP
516,CEP,CEP
517,RR,RR
518,RR,RRc
519,RRc,RRc
520,DSCT,DSCT
521,CEP,CEP
522,RR,RR
523,RR,RR
524,RRc,CEP
525,CEP,CEP
526,RR,RR
527,DSCT,DSCT
528,RRc,RRc
529,RRc,RRc
530,RRc,RR
531,CEP,CEP
532,RRc,RRc
533,RRc,CEP
534,RR,RR
535,RRc,CEP
536,DSCT,DSCT
537,CEP,RR
538,RR,RR
539,RRc,RRc
540,RR,CEP
541,RR,CEP
542,RRc,RRc
543,CEP,CEP
544,RRc,RR
545,RRc,RR
546,RR,RRc
547,RRc,CEP
548,RRc,RRc
549,RRc,RRc
550,CEP,CEP
551,CEP,CEP
552,DSCT,DSCT
553,CEP,CEP
554,DSCT,CEP
555,DSCT,CEP
556,CEP,RR
557,DSCT,DSCT
558,CEP,CEP
559,RRc,RRc
560,RR,RR
561,CEP,CEP
562,RRc,CEP
563,DSCT,DSCT
564,RRc,RRc
565,DSCT,DSCT
566,DSCT,DSCT
567,CEP,RRc
568,CEP,CEP
569,RR,RR
570,DSCT,DSCT
571,CEP,CEP
572,RR,RR
573,DSCT,DSCT
574,RR,RR
575,RRc,RRc
576,CEP,CEP
577,CEP,CEP
578,CEP,CEP
579,RRc,RRc
580,CEP,CEP
581,DSCT,DSCT
582,RRc,RRc
583,DSCT,DSCT
584,RR,RRc
585,RR,RR
586,DSCT,DSCT
587,RRc,RRc
588,RR,RR
589,RR,RR
590,RRc,RRc
591,RRc,RRc
592,RR,RR
593,RR,RRc
594,RR,RR
595,CEP,CEP
596,RR,CEP
597,CEP,CEP
598,DSCT,DSCT
599,RRc,RRc
600,RRc,RRc
601,RR,RR
602,RRc,RRc
603,RRc,RR
604,RR,RR
605,RR,RR
606,DSCT,DSCT
607,DSCT,DSCT
608,DSCT,CEP
609,CEP,CEP
610,RRc,RR
611,RR,RR
612,RR,RRc
613,DSCT,DSCT
614,CEP,CEP
615,RR,CEP
616,CEP,RRc
617,RR,CEP
618,RR,RR
619,RR,RR
620,CEP,CEP
621,CEP,CEP
622,RR,RR
623,RR,RRc
624,RR,RR
625,DSCT,DSCT
626,DSCT,DSCT
627,CEP,RR
628,DSCT,RR
629,CEP,CEP
630,DSCT,DSCT
631,DSCT,DSCT
632,DSCT,DSCT
633,DSCT,DSCT
634,DSCT,DSCT
635,DSCT,DSCT
636,RRc,RRc
637,RRc,RRc
638,DSCT,DSCT
639,DSCT,RR
640,CEP,CEP
641,DSCT,DSCT
642,CEP,CEP
643,CEP,CEP
644,CEP,RRc
645,RR,RR
646,RR,RR
647,DSCT,DSCT
648,RR,RR
649,DSCT,DSCT
650,DSCT,DSCT
651,DSCT,DSCT
652,RR,RR
653,RR,RRc
654,CEP,CEP
655,RR,RR
656,DSCT,DSCT
657,DSCT,CEP
658,DSCT,DSCT
659,RR,RR
660,DSCT,DSCT
661,DSCT,DSCT
662,RR,RR
663,RRc,RRc
664,DSCT,DSCT
665,CEP,CEP
666,DSCT,DSCT
667,DSCT,DSCT
668,CEP,CEP
669,RR,RR
670,DSCT,DSCT
671,CEP,CEP
672,RRc,RRc
673,RRc,CEP
674,RR,RR
675,RRc,RRc
676,RR,RR
677,DSCT,DSCT
678,RRc,RRc
679,CEP,CEP
680,DSCT,RR
681,RRc,RRc
682,RRc,RRc
683,CEP,CEP
684,RR,RRc
685,RRc,RRc
686,RR,RR
687,CEP,CEP
688,CEP,CEP
689,CEP,CEP
690,RR,RR
691,RR,RR
692,DSCT,DSCT
693,RRc,RRc
694,RRc,RR
695,DSCT,DSCT
696,DSCT,DSCT
697,CEP,CEP
698,CEP,CEP
699,CEP,CEP
700,DSCT,DSCT
701,DSCT,DSCT
702,RRc,RR
703,CEP,CEP
704,RR,RR
705,RRc,RR
706,DSCT,DSCT
707,CEP,CEP
708,RR,RR
709,RRc,RRc
710,DSCT,DSCT
711,CEP,CEP
712,DSCT,DSCT
713,RRc,RR
714,RR,CEP
715,RRc,RRc
716,RRc,RR
717,RRc,RRc
718,CEP,CEP
719,RR,RR
720,RR,RR
721,CEP,CEP
722,RRc,RRc
723,DSCT,DSCT
724,RRc,RRc
725,RRc,RRc
726,DSCT,DSCT
727,RR,CEP
728,CEP,CEP
729,DSCT,DSCT
730,RRc,RR
731,DSCT,DSCT
732,RR,RR
733,RRc,CEP
734,CEP,CEP
735,DSCT,DSCT
736,RR,RR
